Initial values for file 1


17, 17, 17, 17, 17, 17, 17, 17, 18, 18

18, 18, 18, 18, 18, 18, 18, 18, 18, 19

19, 19, 19, 19, 19, 19, 19, 19, 19, 19

20, 20, 20, 20, 20, 20, 20, 20, 20, 20

20, 21, 21, 21, 21, 21, 21, 21, 21, 21

21, 21, 22, 22, 22, 22, 22, 22, 22, 22

22, 22, 22, 22, 22, 22, 23, 23, 23, 23

23, 23, 23, 23, 23, 23, 23, 24, 24, 24

24, 24, 24, 24, 24, 24, 25, 25, 25, 25

25, 25, 25, 25, 25, 25, 25, 25, 26, 26

26, 26, 26, 26, 27, 27, 27, 27, 27, 27

27, 27, 27, 27, 27, 27, 27, 27, 28, 28

28, 28, 28, 28, 28, 28, 29, 29, 29, 29

29, 29, 29, 29, 29, 29, 29, 29, 30, 30

30, 30, 30, 30, 31, 31, 31, 31, 31, 31

31, 32, 32, 32, 32, 32, 32, 32, 32, 33

33, 33, 33, 33, 33, 33, 33, 33, 33, 34

34, 34, 34, 34, 34, 34, 34, 34, 34, 34

35, 35, 35, 35, 35, 35, 35, 35, 35, 35

35, 35, 35, 36, 36, 36, 36, 36, 36, 36

36, 36, 36, 37, 37, 37, 37, 37, 37, 37

37, 37, 38, 38, 38, 38, 38, 38, 38, 39

39, 39, 39, 39, 40, 40, 40, 40, 40, 40

40, 40, 40, 40, 40, 40, 40, 40, 41, 41

41, 41, 41, 41, 41, 42, 42, 42, 42, 42

42, 42, 42, 42, 43, 43, 43, 43, 43, 43

43, 43, 43, 43, 44, 44, 44, 44, 44, 44

44, 44, 44, 45, 45, 45, 45, 45, 45, 45

46, 46, 46, 46, 46, 46, 46, 46, 46, 46

46, 47, 47, 47, 47, 47, 47, 47, 47, 48

48, 48, 48, 48, 48, 48, 48, 49, 49, 49

49, 49, 49, 49, 49, 49, 50, 50, 50, 50

50, 50, 50, 50, 51, 51, 51, 51, 51, 51

51, 51, 51, 51, 51, 51, 52, 52, 52, 52

52, 52, 53, 53, 53, 53, 53, 53, 53, 53

53, 53, 53, 53, 53, 54, 54, 54, 54, 54

54, 54, 54, 54, 54, 54, 55, 55, 55, 55

55, 55, 55, 55, 56, 56, 56, 56, 56, 56

56, 56, 56, 56, 57, 57, 57, 57, 57, 57

57, 57, 57, 57, 57, 57, 57, 57, 58, 58

58, 58, 58, 58, 58, 58, 58, 59, 59, 59

59, 59, 59, 59, 59, 59, 59, 59, 59, 60

60, 60, 60, 60, 60, 60, 60, 60, 60, 60

61, 61, 61, 61, 61, 61, 61, 61, 61, 61

61, 61, 61, 62, 62, 62, 62, 62, 62, 62

62, 63, 63, 63, 63, 63, 63, 63, 63, 63

63, 63, 64, 64, 64, 64, 64, 64, 64, 64

64, 65, 65, 65, 65, 65, 65, 66, 66, 66

66, 66, 66, 66, 66, 66, 67, 67, 67, 67

67, 67, 67, 67, 67, 67, 67, 67, 67, 67

68, 68, 68, 68, 68, 68, 68, 68, 68, 68

69, 69, 69, 69, 69, 69, 69, 69, 69, 69

70, 70, 70, 70, 70, 70, 70, 70, 70, 70

71, 71, 71, 71, 71, 71, 71, 71, 71, 72

72, 72, 72, 72, 72, 72, 73, 73, 73, 73

73, 73, 73, 73, 73, 74, 74, 74, 74, 74

74, 74, 74, 74, 74, 74, 75, 75, 75, 75

75, 75, 75, 75, 76, 76, 76, 76, 76, 76

76, 76, 76, 77, 77, 77, 77, 77, 77, 77

78, 78, 78, 78, 78, 78, 78, 78, 79, 79

79, 79, 79, 79, 79, 79, 80, 80, 80, 80

80, 80, 80, 80, 80, 81, 81, 81, 81, 81

81, 81, 81, 82, 82, 82, 82, 82, 82, 82

82, 82, 83, 83, 83, 83, 83, 83, 83, 84

84, 84, 84, 84, 84, 84, 84, 84, 84, 85

85, 85, 85, 85, 85, 85, 85, 85, 85, 86

86, 86, 86, 86, 86, 86, 86, 86, 86, 86

87, 87, 87, 87, 87, 87, 87, 87, 87, 88

88, 88, 88, 88, 88, 88, 88, 88, 88, 88

88, 88, 89, 89, 89, 89, 89, 89, 89, 89

89, 89, 89, 89, 90, 90, 90, 90, 90, 91

91, 91, 91, 91, 91, 91, 91, 92, 92, 92

92, 92, 92, 93, 93, 93, 93, 93, 93, 93

93, 93, 94, 94, 94, 94, 94, 94, 94, 94

94, 95, 95, 95, 95, 95, 95, 95, 95, 95

95, 95, 95, 95, 95, 95, 95, 96, 96, 96

96, 96, 96, 96, 96, 96, 96, 96, 96, 96

97, 97, 97, 97, 97, 97, 97, 97, 97, 97

97, 97, 97, 97, 98, 98, 98, 98, 98, 98

98, 98, 98, 98, 99, 99, 99, 99, 99, 99

99, 100, 100, 100, 100, 100, 100, 100, 100, 100

Initial values for file 1


43, 35, 25, 99, 94, 82, 11, 54, 85, 57

97, 47, 30, 46, 88, 56, 59, 27, 1, 89

19, 61, 22, 92, 15, 26, 90, 67, 50, 63

74, 33, 60, 49, 39, 41, 58, 38, 37, 68

72, 34, 7, 76, 16, 32, 29, 36, 95, 28

17, 96, 83, 86, 24, 3, 12, 10, 73, 53

48, 93, 23, 84, 8, 20, 51, 81, 40, 78

14, 4, 21, 18, 64, 42, 52, 55, 44, 91

71, 75, 98, 62, 13, 66, 65, 79, 6, 31

45, 5, 80, 87, 69, 2, 77, 70, 100, 9



Initial values for file 2


11, 53, 41, 39, 51, 3, 97, 89, 11, 90

89, 8, 3, 28, 98, 56, 93, 17, 73, 36

21, 23, 84, 5, 23, 92, 27, 40, 89, 18

80, 59, 72, 5, 27, 60, 17, 9, 11, 91

80, 61, 28, 25, 38, 90, 80, 10, 40, 73

13, 83, 64, 50, 46, 55, 74, 75, 14, 71

23, 5, 34, 54, 21, 45, 43, 1, 43, 70

29, 95, 22, 87, 38, 47, 19, 79, 91, 47

16, 60, 22, 49, 32, 27, 38, 19, 3, 49

57, 45, 46, 36, 27, 44, 67, 93, 2, 67

95, 93, 34, 88, 67, 87, 89, 63, 17, 73

84, 48, 2, 22, 68, 5, 44, 63, 100, 1

58, 73, 37, 98, 33, 94, 15, 12, 16, 20

45, 40, 29, 5, 96, 30, 85, 12, 13, 59

86, 22, 5, 43, 19, 95, 76, 49, 56, 67

39, 4, 20, 42, 13, 20, 27, 56, 45, 75

85, 18, 100, 53, 76, 20, 53, 30, 23, 83

15, 67, 94, 18, 56, 49, 100, 51, 100, 40

17, 31, 78, 3, 53, 86, 84, 48, 33, 63

2, 55, 53, 61, 99, 11, 3, 60, 56, 6

24, 44, 81, 82, 6, 16, 77, 35, 37, 89

7, 83, 21, 10, 80, 50, 21, 9, 92, 50

32, 60, 27, 56, 68, 7, 8, 57, 68, 25

58, 44, 95, 37, 20, 32, 9, 10, 40, 29

18, 74, 18, 65, 17, 97, 49, 43, 27, 78

86, 92, 95, 88, 70, 82, 72, 24, 35, 79

12, 94, 22, 59, 25, 75, 61, 18, 83, 53

94, 76, 9, 9, 28, 71, 77, 58, 5, 66

97, 7, 11, 19, 95, 6, 96, 85, 19, 76

14, 54, 42, 81, 69, 54, 40, 47, 93, 77

41, 8, 22, 52, 25, 7, 14, 15, 35, 100

29, 72, 19, 20, 29, 41, 15, 87, 88, 23

7, 85, 79, 34, 34, 4, 11, 71, 44, 58

57, 60, 48, 20, 5, 57, 52, 45, 94, 39

99, 53, 73, 99, 3, 16, 99, 40, 23, 74

97, 46, 40, 32, 2, 94, 61, 35, 98, 46

7, 48, 72, 18, 96, 55, 8, 2, 74, 33

32, 42, 73, 61, 24, 33, 63, 30, 68, 54

28, 67, 25, 59, 69, 99, 21, 82, 13, 22

85, 44, 46, 50, 96, 11, 56, 59, 13, 12

57, 7, 30, 88, 1, 52, 24, 88, 1, 1

29, 35, 59, 70, 81, 40, 8, 29, 6, 9

33, 95, 69, 6, 87, 27, 24, 85, 57, 23

38, 63, 69, 17, 61, 6, 27, 42, 2, 4

62, 25, 96, 35, 18, 13, 26, 82, 20, 63

89, 46, 12, 37, 38, 36, 73, 96, 75, 34

82, 87, 69, 6, 63, 35, 91, 67, 79, 19

97, 46, 33, 67, 48, 2, 95, 22, 73, 92

70, 61, 22, 77, 15, 96, 53, 95, 25, 22

40, 16, 84, 80, 87, 78, 87, 4, 4, 12

31, 67, 35, 13, 65, 90, 17, 66, 64, 37

50, 63, 86, 64, 31, 10, 14, 69, 86, 4

12, 5, 91, 50, 43, 65, 25, 45, 86, 98

33, 40, 43, 37, 28, 70, 75, 51, 44, 31

33, 20, 69, 51, 5, 70, 98, 49, 52, 41

66, 64, 38, 97, 81, 28, 59, 50, 68, 36

25, 95, 5, 53, 61, 74, 19, 4, 17, 78

70, 21, 40, 20, 29, 55, 93, 85, 15, 2

26, 27, 35, 61, 60, 8, 27, 97, 10, 36

21, 91, 4, 11, 14, 6, 97, 3, 63, 84

41, 8, 2, 54, 15, 81, 36, 96, 69, 4

42, 79, 75, 41, 91, 48, 98, 77, 70, 60

3, 64, 5, 3, 98, 69, 3, 1, 12, 26

68, 65, 70, 23, 82, 47, 53, 62, 68, 65

78, 44, 24, 96, 26, 29, 100, 79, 67, 47

5, 75, 62, 94, 84, 1, 6, 32, 51, 36

71, 85, 7, 6, 46, 27, 41, 6, 7, 22

25, 91, 42, 56, 76, 57, 34, 54, 71, 78

71, 74, 74, 51, 57, 14, 1, 61, 49, 94

64, 51, 76, 26, 64, 59, 24, 16, 90, 95

33, 86, 4, 54, 87, 37, 9, 22, 98, 32

17, 77, 1, 66, 48, 100, 33, 58, 34, 96

15, 43, 8, 51, 57, 7, 56, 16, 86, 85

36, 96, 59, 10, 17, 95, 61, 88, 46, 14

80, 96, 34, 88, 70, 73, 80, 72, 61, 25

88, 66, 44, 62, 11, 4, 31, 53, 76, 89

14, 88, 72, 67, 66, 13, 9, 17, 99, 94

95, 97, 97, 59, 43, 71, 68, 15, 34, 93

61, 5, 8, 58, 43, 99, 34, 64, 74, 29

57, 66, 3, 4, 53, 83, 19, 9, 40, 39

49, 90, 100, 6, 5, 88, 14, 47, 97, 21

40, 14, 93, 37, 26, 9, 17, 57, 30, 75

21, 20, 21, 11, 10, 84, 13, 2, 31, 88

65, 5, 35, 22, 54, 52, 49, 27, 42, 82

64, 11, 67, 74, 86, 35, 95, 60, 12, 2

22, 100, 89, 62, 72, 62, 28, 36, 67, 63

97, 54, 92, 97, 9, 78, 76, 52, 45, 89

55, 71, 62, 79, 4, 81, 80, 95, 84, 51

31, 47, 76, 96, 74, 54, 51, 2, 13, 15

14, 57, 84, 35, 50, 85, 37, 66, 60, 3

55, 88, 86, 88, 9, 67, 92, 59, 82, 42

23, 83, 2, 43, 6, 82, 60, 68, 7, 2

89, 6, 25, 93, 77, 53, 81, 39, 80, 59

69, 14, 16, 98, 60, 93, 29, 78, 47, 23

51, 91, 18, 27, 21, 89, 74, 81, 12, 11

58, 79, 57, 19, 63, 12, 46, 15, 32, 24

68, 57, 18, 35, 58, 48, 66, 28, 10, 71

89, 19, 83, 8, 62, 34, 11, 56, 86, 95

51, 97, 36, 58, 38, 98, 87, 18, 29, 24

4, 84, 30, 55, 54, 23, 55, 46, 14, 42

Results from BubbleSort1:  
There were 4950 comparisons and 2536 swaps.

Organized BubbleSort1 of 100 below

1, 2, 3, 4, 5, 6, 7, 8, 9, 10

11, 12, 13, 14, 15, 16, 17, 18, 19, 20

21, 22, 23, 24, 25, 26, 27, 28, 29, 30

31, 32, 33, 34, 35, 36, 37, 38, 39, 40

41, 42, 43, 44, 45, 46, 47, 48, 49, 50

51, 52, 53, 54, 55, 56, 57, 58, 59, 60

61, 62, 63, 64, 65, 66, 67, 68, 69, 70

71, 72, 73, 74, 75, 76, 77, 78, 79, 80

81, 82, 83, 84, 85, 86, 87, 88, 89, 90

91, 92, 93, 94, 95, 96, 97, 98, 99, 100

Results from BubbleSort2:  
There were 499500 comparisons and 240176 swaps.

Organized BubbleSort2 of 1000 below

1, 1, 1, 1, 1, 1, 1, 1, 1, 2

2, 2, 2, 2, 2, 2, 2, 2, 2, 2

2, 2, 2, 3, 3, 3, 3, 3, 3, 3

3, 3, 3, 3, 3, 4, 4, 4, 4, 4

4, 4, 4, 4, 4, 4, 4, 4, 4, 5

5, 5, 5, 5, 5, 5, 5, 5, 5, 5

5, 5, 5, 5, 5, 6, 6, 6, 6, 6

6, 6, 6, 6, 6, 6, 6, 6, 6, 7

7, 7, 7, 7, 7, 7, 7, 7, 7, 7

8, 8, 8, 8, 8, 8, 8, 8, 8, 8

9, 9, 9, 9, 9, 9, 9, 9, 9, 9

9, 9, 10, 10, 10, 10, 10, 10, 10, 10

11, 11, 11, 11, 11, 11, 11, 11, 11, 11

11, 11, 11, 12, 12, 12, 12, 12, 12, 12

12, 12, 12, 12, 13, 13, 13, 13, 13, 13

13, 13, 13, 13, 14, 14, 14, 14, 14, 14

14, 14, 14, 14, 14, 14, 14, 15, 15, 15

15, 15, 15, 15, 15, 15, 15, 15, 16, 16

16, 16, 16, 16, 16, 16, 17, 17, 17, 17

17, 17, 17, 17, 17, 17, 17, 17, 18, 18

18, 18, 18, 18, 18, 18, 18, 18, 18, 19

19, 19, 19, 19, 19, 19, 19, 19, 19, 19

20, 20, 20, 20, 20, 20, 20, 20, 20, 20

20, 21, 21, 21, 21, 21, 21, 21, 21, 21

21, 21, 22, 22, 22, 22, 22, 22, 22, 22

22, 22, 22, 22, 22, 22, 23, 23, 23, 23

23, 23, 23, 23, 23, 23, 23, 24, 24, 24

24, 24, 24, 24, 24, 24, 25, 25, 25, 25

25, 25, 25, 25, 25, 25, 25, 25, 26, 26

26, 26, 26, 26, 27, 27, 27, 27, 27, 27

27, 27, 27, 27, 27, 27, 27, 27, 28, 28

28, 28, 28, 28, 28, 28, 29, 29, 29, 29

29, 29, 29, 29, 29, 29, 29, 29, 30, 30

30, 30, 30, 30, 31, 31, 31, 31, 31, 31

31, 32, 32, 32, 32, 32, 32, 32, 32, 33

33, 33, 33, 33, 33, 33, 33, 33, 33, 34

34, 34, 34, 34, 34, 34, 34, 34, 34, 34

35, 35, 35, 35, 35, 35, 35, 35, 35, 35

35, 35, 35, 36, 36, 36, 36, 36, 36, 36

36, 36, 36, 37, 37, 37, 37, 37, 37, 37

37, 37, 38, 38, 38, 38, 38, 38, 38, 39

39, 39, 39, 39, 40, 40, 40, 40, 40, 40

40, 40, 40, 40, 40, 40, 40, 40, 41, 41

41, 41, 41, 41, 41, 42, 42, 42, 42, 42

42, 42, 42, 42, 43, 43, 43, 43, 43, 43

43, 43, 43, 43, 44, 44, 44, 44, 44, 44

44, 44, 44, 45, 45, 45, 45, 45, 45, 45

46, 46, 46, 46, 46, 46, 46, 46, 46, 46

46, 47, 47, 47, 47, 47, 47, 47, 47, 48

48, 48, 48, 48, 48, 48, 48, 49, 49, 49

49, 49, 49, 49, 49, 49, 50, 50, 50, 50

50, 50, 50, 50, 51, 51, 51, 51, 51, 51

51, 51, 51, 51, 51, 51, 52, 52, 52, 52

52, 52, 53, 53, 53, 53, 53, 53, 53, 53

53, 53, 53, 53, 53, 54, 54, 54, 54, 54

54, 54, 54, 54, 54, 54, 55, 55, 55, 55

55, 55, 55, 55, 56, 56, 56, 56, 56, 56

56, 56, 56, 56, 57, 57, 57, 57, 57, 57

57, 57, 57, 57, 57, 57, 57, 57, 58, 58

58, 58, 58, 58, 58, 58, 58, 59, 59, 59

59, 59, 59, 59, 59, 59, 59, 59, 59, 60

60, 60, 60, 60, 60, 60, 60, 60, 60, 60

61, 61, 61, 61, 61, 61, 61, 61, 61, 61

61, 61, 61, 62, 62, 62, 62, 62, 62, 62

62, 63, 63, 63, 63, 63, 63, 63, 63, 63

63, 63, 64, 64, 64, 64, 64, 64, 64, 64

64, 65, 65, 65, 65, 65, 65, 66, 66, 66

66, 66, 66, 66, 66, 66, 67, 67, 67, 67

67, 67, 67, 67, 67, 67, 67, 67, 67, 67

68, 68, 68, 68, 68, 68, 68, 68, 68, 68

69, 69, 69, 69, 69, 69, 69, 69, 69, 69

70, 70, 70, 70, 70, 70, 70, 70, 70, 70

71, 71, 71, 71, 71, 71, 71, 71, 71, 72

72, 72, 72, 72, 72, 72, 73, 73, 73, 73

73, 73, 73, 73, 73, 74, 74, 74, 74, 74

74, 74, 74, 74, 74, 74, 75, 75, 75, 75

75, 75, 75, 75, 76, 76, 76, 76, 76, 76

76, 76, 76, 77, 77, 77, 77, 77, 77, 77

78, 78, 78, 78, 78, 78, 78, 78, 79, 79

79, 79, 79, 79, 79, 79, 80, 80, 80, 80

80, 80, 80, 80, 80, 81, 81, 81, 81, 81

81, 81, 81, 82, 82, 82, 82, 82, 82, 82

82, 82, 83, 83, 83, 83, 83, 83, 83, 84

84, 84, 84, 84, 84, 84, 84, 84, 84, 85

85, 85, 85, 85, 85, 85, 85, 85, 85, 86

86, 86, 86, 86, 86, 86, 86, 86, 86, 86

87, 87, 87, 87, 87, 87, 87, 87, 87, 88

88, 88, 88, 88, 88, 88, 88, 88, 88, 88

88, 88, 89, 89, 89, 89, 89, 89, 89, 89

89, 89, 89, 89, 90, 90, 90, 90, 90, 91

91, 91, 91, 91, 91, 91, 91, 92, 92, 92

92, 92, 92, 93, 93, 93, 93, 93, 93, 93

93, 93, 94, 94, 94, 94, 94, 94, 94, 94

94, 95, 95, 95, 95, 95, 95, 95, 95, 95

95, 95, 95, 95, 95, 95, 95, 96, 96, 96

96, 96, 96, 96, 96, 96, 96, 96, 96, 96

97, 97, 97, 97, 97, 97, 97, 97, 97, 97

97, 97, 97, 97, 98, 98, 98, 98, 98, 98

98, 98, 98, 98, 99, 99, 99, 99, 99, 99

99, 100, 100, 100, 100, 100, 100, 100, 100, 100

Initial values for file 1


43, 35, 25, 99, 94, 82, 11, 54, 85, 57

97, 47, 30, 46, 88, 56, 59, 27, 1, 89

19, 61, 22, 92, 15, 26, 90, 67, 50, 63

74, 33, 60, 49, 39, 41, 58, 38, 37, 68

72, 34, 7, 76, 16, 32, 29, 36, 95, 28

17, 96, 83, 86, 24, 3, 12, 10, 73, 53

48, 93, 23, 84, 8, 20, 51, 81, 40, 78

14, 4, 21, 18, 64, 42, 52, 55, 44, 91

71, 75, 98, 62, 13, 66, 65, 79, 6, 31

45, 5, 80, 87, 69, 2, 77, 70, 100, 9



Initial values for file 2


11, 53, 41, 39, 51, 3, 97, 89, 11, 90

89, 8, 3, 28, 98, 56, 93, 17, 73, 36

21, 23, 84, 5, 23, 92, 27, 40, 89, 18

80, 59, 72, 5, 27, 60, 17, 9, 11, 91

80, 61, 28, 25, 38, 90, 80, 10, 40, 73

13, 83, 64, 50, 46, 55, 74, 75, 14, 71

23, 5, 34, 54, 21, 45, 43, 1, 43, 70

